Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0032105	966	333	392	1377	561	612	487	520	559	702	785	750	633.74	522	746	1.429	0.515	5.043	4.58970064896306e-07	9.00791797697586e-06	0	0.0087	0.0058	0.0058	TRUE	NA
FBgn0029975	4498	1441	1888	6174	2418	2673	2265	2252	2690	3148	3382	3276	2835.71	2402	3269	1.361	0.445	5.041	4.6410123484813e-07	9.08864918244255e-06	0.0047	0.0055	0.0052	0.0052	TRUE	NA
FBgn0027581	2242	295	217	2983	531	632	1129	461	309	1521	743	775	822.99	633	1013	1.717	0.78	5.027	4.977039852785e-07	9.68299910356647e-06	0.039	0.0077	0.0155	0.0155	TRUE	NA
FBgn0000447	1045	322	410	1626	536	629	526	503	584	829	750	771	660.59	538	783	1.461	0.547	5.007	5.53814821551959e-07	1.06356265730301e-05	0.0029	0.0085	0.0069	0.0069	TRUE	NA
FBgn0025641	1172	491	458	1569	771	836	590	767	653	800	1078	1025	818.9	670	968	1.435	0.521	5.004	5.62786434760025e-07	1.07616335383448e-05	0.0035	0.0077	0.0065	0.0065	TRUE	NA
FBgn0035390	1960	604	694	2598	984	1036	987	944	989	1325	1376	1270	1148.49	973	1324	1.358	0.442	4.99	6.04837201855542e-07	1.1516409834904e-05	0	0.0068	0.0047	0.0047	TRUE	NA
FBgn0034013	2508	956	927	3251	1374	1558	1263	1494	1321	1658	1922	1910	1594.55	1359	1830	1.344	0.427	4.97	6.68526062208205e-07	1.2675027039319e-05	0.0014	0.0062	0.0046	0.0046	TRUE	NA
FBgn0250904	30	12	12	100	44	50	15	19	17	51	62	61	37.46	17	58	3.407	1.769	4.962	6.98148216201901e-07	1.32086092599216e-05	0	0.0742	0.052	0.052	TRUE	NA
FBgn0035623	495	164	199	835	288	328	249	256	284	426	403	402	336.63	263	410	1.57	0.651	4.961	7.01280169759945e-07	1.32398137758061e-05	0	0.0123	0.0091	0.0091	TRUE	NA
FBgn0030768	875	404	441	1257	628	697	441	631	628	641	878	854	679.02	567	791	1.404	0.489	4.955	7.24575948348325e-07	1.36507662842839e-05	0	0.0084	0.0054	0.0054	TRUE	NA
FBgn0010228	2859	698	776	3835	1070	1139	1440	1091	1106	1956	1497	1396	1414.13	1212	1616	1.332	0.413	4.931	8.19133153875698e-07	1.52711045179749e-05	2e-04	0.0064	0.0042	0.0042	TRUE	NA
FBgn0016032	578	248	283	1029	416	437	291	388	403	525	582	536	454.02	361	548	1.544	0.627	4.915	8.86157138075041e-07	1.64178075581123e-05	0.0068	0.0103	0.0093	0.0093	TRUE	NA
FBgn0000042	137948	46027	50826	155693	73446	83437	69480	71932	72422	79394	102726	102268	83036.73	71278	94796	1.321	0.401	4.904	9.40896561986248e-07	1.73241366980148e-05	0.0081	0.0046	0.0048	0.0048	TRUE	NA
FBgn0087007	198	64	77	357	139	157	100	100	110	182	194	192	146.39	103	189	1.836	0.876	4.889	1.01241765076835e-06	1.8564455074664e-05	0	0.0224	0.0153	0.0153	TRUE	NA
FBgn0086532	2510	958	1100	3441	1423	1582	1264	1497	1567	1755	1990	1939	1668.8	1443	1895	1.319	0.399	4.889	1.01538261126849e-06	1.85806695053845e-05	0	0.0061	0.0041	0.0041	TRUE	NA
